t0,t1,variable,flag,comment,URL_graphic
2001-06-15 16:00:00,2001-06-20 13:00:00,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
2001-06-15 16:00:00,2001-06-20 13:00:00,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2003-05-15 01:00:00,2003-05-16 03:00:00,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2012-01-01 15:00:00,2012-05-12 12:00:00,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2012-01-01 15:00:00,2012-05-16 17:00:00,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
2012-12-01 10:00:00,2013-03-16 09:00:00,WindSpeed2ms,UNKNOWN,Manually flagged by bav,
2012-12-01 10:00:00,2013-03-16 09:00:00,WindSpeed1ms,UNKNOWN,Manually flagged by bav,
2013-05-18 04:00:00,2013-05-19 02:00:00,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2014-01-22 12:00:00,2014-05-05 19:00:00,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2014-01-24 13:00:00,2014-05-04 16:00:00,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
2013-12-23 22:00:00,2014-04-08 12:00:00,WindSpeed1ms,UNKNOWN,Manually flagged by bav,
2013-12-23 22:00:00,2014-04-08 12:00:00,WindSpeed2ms,UNKNOWN,Manually flagged by bav,
2015-03-06 00:00:00,2015-03-07 09:00:00,WindSpeed1ms,UNKNOWN,Manually flagged by bav,
2015-03-06 00:00:00,2015-03-07 09:00:00,WindSpeed2ms,UNKNOWN,Manually flagged by bav,
2015-03-22 04:59:00,2015-03-25 18:00:00,WindSpeed1ms,UNKNOWN,Manually flagged by bav,
2015-03-22 04:59:00,2015-03-25 18:00:00,WindSpeed2ms,UNKNOWN,Manually flagged by bav,
2010-06-01 00:00:00,2011-06-01 00:00:00,IceTemperature1,UNKNOWN,Manually flagged by bav,
2010-06-01 00:00:00,2011-06-01 00:00:00,IceTemperature2,UNKNOWN,Manually flagged by bav,
2011-06-01 00:00:00,2019-01-01 00:00:00,IceTemperature10,UNKNOWN,Manually flagged by bav,
2011-06-01 00:00:00,2019-01-01 00:00:00,IceTemperature9,UNKNOWN,Manually flagged by bav,
2001-09-01 00:00:00,2011-07-01 00:00:00,IceTemperature7_,UNKNOWN,Manually flagged by bav,
2001-09-01 00:00:00,2011-07-01 00:00:00,IceTemperature6_,UNKNOWN,Manually flagged by bav,
2001-09-01 00:00:00,2011-07-01 00:00:00,IceTemperature8_,UNKNOWN,Manually flagged by bav,
2006-06-01 00:00:00,2009-01-01 00:00:00,IceTemperature2,UNKNOWN,Manually flagged by bav,
2017-11-15 00:00:00,2019-01-01 00:00:00,IceTemperature1,UNKNOWN,Manually flagged by bav,
2017-11-15 00:00:00,2019-01-01 00:00:00,IceTemperature2,UNKNOWN,Manually flagged by bav,
2017-11-15 00:00:00,2019-01-01 00:00:00,IceTemperature3,UNKNOWN,Manually flagged by bav,
2017-11-15 00:00:00,2019-01-01 00:00:00,IceTemperature4,UNKNOWN,Manually flagged by bav,
2017-11-15 00:00:00,2019-01-01 00:00:00,IceTemperature5,UNKNOWN,Manually flagged by bav,
2017-11-15 00:00:00,2019-01-01 00:00:00,IceTemperature6,UNKNOWN,Manually flagged by bav,
2017-11-15 00:00:00,2019-01-01 00:00:00,IceTemperature7,UNKNOWN,Manually flagged by bav,
2017-11-15 00:00:00,2019-01-01 00:00:00,IceTemperature8,UNKNOWN,Manually flagged by bav,
2017-11-15 00:00:00,2019-01-01 00:00:00,IceTemperature9,UNKNOWN,Manually flagged by bav,
2017-11-15 00:00:00,2019-01-01 00:00:00,IceTemperature10,UNKNOWN,Manually flagged by bav,
2011-04-24 00:00:00,2011-06-17 00:00:00,IceTemperature1,UNKNOWN,Manually flagged by bav,
2011-04-24 00:00:00,2011-06-17 00:00:00,IceTemperature2,UNKNOWN,Manually flagged by bav,
2011-04-24 00:00:00,2011-06-17 00:00:00,IceTemperature3,UNKNOWN,Manually flagged by bav,
2011-04-24 00:00:00,2011-06-17 00:00:00,IceTemperature4,UNKNOWN,Manually flagged by bav,
2011-04-24 00:00:00,2011-06-17 00:00:00,IceTemperature5,UNKNOWN,Manually flagged by bav,
2011-04-24 00:00:00,2011-06-17 00:00:00,IceTemperature6,UNKNOWN,Manually flagged by bav,
2011-04-24 00:00:00,2011-06-17 00:00:00,IceTemperature7,UNKNOWN,Manually flagged by bav,
2011-04-24 00:00:00,2011-06-17 00:00:00,IceTemperature8,UNKNOWN,Manually flagged by bav,
2011-04-24 00:00:00,2011-06-17 00:00:00,IceTemperature9,UNKNOWN,Manually flagged by bav,
2011-04-24 00:00:00,2011-06-17 00:00:00,IceTemperature10,UNKNOWN,Manually flagged by bav,
