t0,t1,variable,flag,comment,URL_graphic
2006-04-29 09:00:00,2007-08-01 03:00:00,AirTemperature1C,UNKNOWN,Manually flagged by bav,
2002-07-25 09:00:00,2002-08-20 19:59:57,AirTemperature1C,UNKNOWN,Manually flagged by bav,
2002-07-25 09:00:00,2002-08-20 19:59:57,AirTemperature2C,UNKNOWN,Manually flagged by bav,
1995-05-24 12:00:00,1999-01-01 18:00:00,AirPressurehPa,UNKNOWN,Manually flagged by bav,
2010-05-09 19:00:02,2013-12-03 10:00:00,AirPressurehPa,UNKNOWN,Manually flagged by bav,
2014-01-01 00:00:00,2018-06-01 00:00:00,AirPressurehPa,UNKNOWN,Manually flagged by bav,
2015-06-01 00:00:00,2016-06-01 00:00:00,RelativeHumidity2Perc,UNKNOWN,Manually flagged by bav,
2010-04-12 00:00:00,2012-09-17 20:00:00,SnowHeight2m,UNKNOWN,Manually flagged by bav,
2011-08-29 00:00:00,2011-09-01 13:00:02,SnowHeight1m,UNKNOWN,Manually flagged by bav,
2010-05-10 13:00:00,2010-05-11 18:00:00,SnowHeight2m,UNKNOWN,Manually flagged by bav,
2010-05-10 13:00:00,2010-05-11 18:00:00,SnowHeight1m,UNKNOWN,Manually flagged by bav,
2012-07-14 04:00:00,2012-08-14 04:00:00,SnowHeight1m,UNKNOWN,Manually flagged by bav,
2004-06-01 19:59:57,2004-12-01 04:00:00,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2004-06-01 19:59:57,2010-12-01 04:00:00,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
2010-06-10 02:00:00,2016-04-10 02:00:00,oShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2010-06-03 19:59:57,2018-04-10 02:00:00,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
1998-01-01 02:00:00,2000-06-05 02:00:00,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
1998-01-01 02:00:00,2000-06-05 02:00:00,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
2012-07-10 21:00:00,2013-05-15 17:00:00,WindSensorHeight1m,UNKNOWN,Manually flagged by bav,
2012-04-29 23:00:00,2013-05-15 17:00:00,WindSensorHeight2m,UNKNOWN,Manually flagged by bav,
2010-01-01 00:00:00,2011-01-01 00:00:00,IceTemperature2,UNKNOWN,Manually flagged by bav,
